artikelnummer,typicality,
7178597,0.8282694,
7178598,0.8312596,
7178600,0.77969944,
7178601,0.85916036,
7178602,0.8167406,
7178603,0.81835663,
7178605,0.84711367,
7178606,0.85915214,
7178607,0.8557079,
7178608,0.81914645,
7178610,0.7834845,
7178611,0.6492388,
7178613,0.5284025,
7178617,0.75788707,
7178618,0.8489995,
7178619,0.7091688,
7178620,0.76934034,
7178621,0.84301704,
7178622,0.66599894,
7178623,0.62838495,
7178624,0.74482465,
7178625,0.7080279,
7178626,0.7534297,
7178627,0.6826065,
7178628,0.8308186,
7178629,0.7701661,
7178630,0.7173458,
7178631,0.6642294,
7178632,0.9028599,
7178633,0.7625862,
7178634,0.79161555,
7178635,0.77402776,
7178636,0.78379524,
7178640,0.81104535,
7178641,0.7167526,
7178642,0.78918713,
7178645,0.6636273,
7178646,0.7211845,
7178647,0.6076212,
7178649,0.8699766,
7178650,0.68664867,
7178651,0.83261895,
7178652,0.76201284,
7178653,0.7170324,
7178654,0.80894226,
7178655,0.77480125,
7178656,0.7176422,
7178657,0.61465216,
7178658,0.7564766,
7178659,0.74856025,
7178660,0.78719866,
7178661,0.7025601,
7178662,0.7860269,
7178663,0.80615157,
7178664,0.86961025,
7178782,0.7638113,
7178783,0.7175753,
7178784,0.7719016,
7178785,0.79189605,
7178786,0.7784247,
7178787,0.7143433,
7178788,0.69105446,
7178789,0.7315721,
7178790,0.5099899,
7178791,0.52879626,
7178792,0.5111315,
7179430,0.901088,
7179434,0.88704586,
7179438,0.7392332,
7179439,0.73957944,
7179441,0.68197054,
7179442,0.75896066,
7179443,0.66198295,
7179445,0.6578156,
7179446,0.7716633,
7179447,0.7589485,
7179448,0.750017,
7179624,0.7263377,
7179625,0.7570605,
7179626,0.69519573,
7179628,0.6925188,
7179629,0.6601064,
7179630,0.7490235,
7179631,0.70144355,
7179632,0.69576997,
7179633,0.6510922,
7179634,0.7194565,
7179681,0.79174286,
7179683,0.9177265,
7179685,0.80243814,
7179686,0.8315089,
7179687,0.7456901,
7180071,0.75466305,
7180072,0.78388894,
7180073,0.75191647,
7180074,0.7153346,
7180076,0.7539416,
7180077,0.55325776,
7180078,0.6143928,
7180079,0.55240136,
7180081,0.4962172,
7180084,0.5614374,
7180085,0.70359147,
7180086,0.6658019,
7180088,0.8238271,
7180089,0.65659744,
7180090,0.7177301,
7180091,0.6246003,
7180092,0.39832672,
7180093,0.7049598,
7180094,0.674932,
7180095,0.6629683,
7180096,0.7592632,
7180287,0.7267972,
7180288,0.56187564,
7180289,0.5670492,
7180290,0.6385334,
7180291,0.5279639,
7180297,0.6034144,
7180298,0.6065739,
7180299,0.5651285,
7180300,0.45108852,
7180301,0.56249225,
7180302,0.5323244,
7180303,0.52736676,
7180304,0.559806,
7180305,0.59307194,
7180306,0.594463,
7180307,0.6003528,
7180309,0.5908101,
7180316,0.63822126,
7180317,0.63217866,
7180318,0.6579122,
7180319,0.60548717,
7180320,0.659489,
7180321,0.6086877,
7180427,0.87344444,
7180429,0.87825876,
7180445,0.7322271,
7180454,0.80400676,
7180485,0.61821526,
7180486,0.5589973,
7180487,0.49680007,
7180692,0.8341797,
7180694,0.82630646,
7180740,0.52933913,
7180741,0.5407159,
7180742,0.5034724,
7180743,0.45894578,
7180744,0.39189377,
7180745,0.4160435,
7180749,0.5266426,
7180750,0.576515,
7180751,0.59372437,
7180752,0.49014276,
7180753,0.5073139,
7180754,0.5461832,
7180755,0.6086432,
7180756,0.5639953,
7180757,0.54603386,
7180758,0.593916,
7180759,0.60870516,
7180761,0.5099246,
7180762,0.52471566,
7180763,0.59439665,
7180764,0.5207827,
7180765,0.5493748,
7180789,0.7670808,
7180790,0.7803827,
7180791,0.7251321,
7180834,0.77673084,
7180835,0.8131208,
7180836,0.7619752,
7180837,0.8100055,
7180838,0.79555476,
7180839,0.7731486,
7180841,0.8532581,
7180842,0.80025464,
7180844,0.8442711,
7180845,0.77837247,
7180846,0.73327845,
7180847,0.68829495,
7180848,0.6626138,
7180849,0.58506984,
7180850,0.7312123,
7180852,0.5264822,
7180855,0.829143,
7180857,0.7914877,
7180859,0.82810724,
7180860,0.80870426,
7180861,0.75687534,
7180862,0.44792363,
7180863,0.7594372,
7180864,0.7518313,
7180865,0.5890691,
7180866,0.62758034,
7180867,0.82261604,
7180868,0.8782066,
7180869,0.77471966,
7180870,0.6836294,
7181055,0.7585065,
7181056,0.83665025,
7181058,0.8163902,
7181059,0.7995763,
7181060,0.7704402,
7181061,0.7571245,
7181064,0.8404471,
7181065,0.8787382,
7181066,0.6552896,
7181068,0.8244299,
7181069,0.4284024,
7181070,0.59641653,
7181072,0.53480124,
7181073,0.6234603,
7181074,0.49341646,
7181075,0.7484752,
7181076,0.6363158,
7181077,0.78379506,
7181080,0.76047987,
7181082,0.4664635,
7181083,0.7920458,
7181084,0.7248779,
7181085,0.51461446,
7181086,0.73508346,
7181087,0.813025,
7181088,0.8437204,
7181089,0.8433532,
7181090,0.6979172,
7181091,0.7253153,
7181092,0.67806125,
7181094,0.70706314,
7181095,0.70290864,
7181151,0.6303888,
7181152,0.7740918,
7181154,0.87463427,
7181155,0.78057545,
7181156,0.74731725,
7181157,0.77475053,
7181158,0.79729587,
7181159,0.53455585,
7181160,0.88984245,
7181162,0.74058586,
7181164,0.8019212,
7181165,0.73526084,
7181170,0.7236088,
7181171,0.70863783,
7181172,0.7287927,
7181173,0.7474069,
7181174,0.8132019,
7181175,0.81925744,
7181176,0.79206955,
7181178,0.6116918,
7181179,0.7503918,
7181487,0.8411501,
7181488,0.7740578,
7181497,0.6712102,
7181498,0.55515444,
7181499,0.5003114,
7181500,0.60879254,
7181501,0.64131874,
7181533,0.78969157,
7181534,0.8809827,
7181535,0.7674808,
7181536,0.67964727,
7181537,0.8036764,
7181538,0.8178896,
7181539,0.85227805,
7181540,0.82604665,
7181541,0.79040724,
7181542,0.83501875,
7181543,0.78938156,
7181544,0.8006409,
7181545,0.7730541,
7181546,0.85630214,
7181547,0.7694385,
7181594,0.64991194,
7181595,0.745063,
7181596,0.62629896,
7181597,0.6750296,
7181598,0.6459186,
7181599,0.7221882,
7181600,0.70474714,
7181601,0.66292953,
7181602,0.6064793,
7181603,0.63595486,
7181604,0.73509824,
7181605,0.70802903,
7181651,0.83772814,
7181652,0.8394107,
7181653,0.8759501,
7181654,0.8094889,
7181655,0.72394836,
7181656,0.8539529,
7181657,0.82913744,
7181658,0.87275493,
7181659,0.71126264,
7181660,0.8181913,
7181661,0.79176193,
7181662,0.8308613,
7181663,0.7025791,
7181664,0.8745108,
7181665,0.83959645,
7181666,0.82364255,
7181667,0.78188235,
7181668,0.7245611,
7181669,0.7544607,
7181670,0.7615074,
7181671,0.81820345,
7181672,0.81696045,
7181673,0.81715006,
7181675,0.7537344,
7181676,0.7711432,
7181677,0.7979653,
7181720,0.76050943,
7181772,0.8671348,
7181773,0.8206607,
7181774,0.86705756,
7181775,0.9024409,
7181779,0.5829165,
7181780,0.62548184,
7181781,0.82537144,
7181787,0.7151139,
7181788,0.78626364,
7181808,0.745845,
7181809,0.71935636,
7181818,0.7531918,
7181819,0.8303496,
7181820,0.89375764,
7181821,0.8476042,
7181822,0.8668994,
7181823,0.8204134,
7181825,0.7592816,
7181915,0.82088447,
7181916,0.8185395,
7181917,0.79613304,
7181918,0.8169694,
7181934,0.71088946,
7181935,0.7443445,
7181936,0.7193103,
7181937,0.8612721,
7181938,0.8974649,
7181939,0.79917115,
7181940,0.9037708,
7181941,0.69540393,
7181942,0.79315174,
7181943,0.8404482,
7181944,0.50015426,
7181945,0.51381826,
7181946,0.4453961,
7181947,0.87617886,
7181948,0.7680195,
7181949,0.8030163,
7182058,0.7661112,
7182061,0.8251508,
7182109,0.78268266,
7182110,0.76755184,
7182111,0.83961654,
7182112,0.8219237,
7182157,0.73897433,
7182158,0.73492515,
7182167,0.88022655,
7182168,0.83907276,
7182169,0.8521873,
7182170,0.90675676,
7182171,0.90675676,
7182175,0.9056938,
7182176,0.9031381,
7182196,0.77958626,
7182214,0.778195,
7182215,0.7754808,
7182216,0.7837825,
7182217,0.712648,
7182218,0.7273525,
7182219,0.8038005,
7182220,0.8586352,
7182221,0.79176664,
7182224,0.8286195,
7182225,0.7796397,
7182226,0.9056726,
7182227,0.8784653,
7182228,0.8738392,
7182229,0.73006314,
7182230,0.7178277,
7182231,0.7845933,
7182232,0.7087505,
7182233,0.8533721,
7182256,0.73196065,
7182333,0.66549635,
7182334,0.67972916,
7182335,0.6860787,
7182336,0.5866221,
7182476,0.64817667,
7182496,0.8974181,
7182528,0.9342333,
7182533,0.8520225,
7182534,0.8520225,
7182582,0.8983731,
7182583,0.8946082,
7182646,0.9065174,
7182647,0.89364845,
7182811,0.8005261,
7182812,0.88969,
7182836,0.49905986,
7182837,0.5277386,
7182929,0.84947914,
7183036,0.55502474,
7183037,0.6524504,
7183038,0.715559,
7183039,0.6701395,
7183040,0.56091744,
7183041,0.63313705,
7183042,0.7559682,
7183043,0.7375942,
7183044,0.8372983,
7183045,0.8383139,
7183046,0.5597617,
7183047,0.4709202,
7183048,0.81306773,
7183052,0.67844266,
7183055,0.5125709,
7183056,0.6062686,
7183057,0.6530479,
7183058,0.6242636,
7183059,0.81547296,
7183060,0.6026768,
7183065,0.7824182,
7183126,0.80192196,
7183719,0.6847222,
