artikelnummer,typicality,
7271098,0.74900717,
7271099,0.77188873,
7271100,0.70066875,
7271101,0.7506834,
7271102,0.7380466,
7271103,0.85572743,
7271104,0.78321916,
7271105,0.7554424,
7271106,0.84205467,
7271107,0.79948854,
7271108,0.81853193,
7271109,0.8405187,
7271110,0.8479752,
7271111,0.80400044,
7271112,0.84494567,
7271113,0.67563605,
7271114,0.8029659,
7271115,0.7840244,
7271116,0.7711171,
7271117,0.8758099,
7271118,0.7881297,
7271119,0.79109734,
7271120,0.76415545,
7271121,0.78030896,
7271122,0.7921036,
7271123,0.72521836,
7271124,0.8533917,
7271125,0.91446877,
7271126,0.89366794,
7271127,0.7694754,
7271128,0.8288622,
7271129,0.8810557,
7271130,0.7925352,
7271131,0.7716902,
7271132,0.768142,
7271188,0.7767947,
7271189,0.8192708,
7271190,0.8140143,
7271191,0.86020225,
7271192,0.8573999,
7271197,0.7416267,
7271198,0.65544534,
7271199,0.8334179,
7271200,0.7841532,
7271201,0.85247713,
7271202,0.8350676,
7271204,0.7985904,
7271205,0.80976117,
7271206,0.831315,
7271207,0.80008817,
7271208,0.79744476,
7271209,0.82375133,
7271212,0.8167053,
7271213,0.8118002,
7271214,0.71043676,
7271215,0.68981344,
7271216,0.488702,
7271217,0.67068356,
7271218,0.71777666,
7271219,0.7383152,
7271220,0.7685504,
7271221,0.7430385,
7271222,0.7499825,
7271223,0.74167526,
7271224,0.77647406,
7271329,0.925815,
7271330,0.925815,
7271332,0.93413806,
7271333,0.9389549,
7271334,0.9389549,
7271345,0.76276606,
7271346,0.76276606,
7271347,0.7917095,
7271348,0.7917095,
7271349,0.83693004,
7271350,0.8610751,
7271355,0.7068605,
7271356,0.71510834,
7271357,0.7207149,
7271358,0.7207149,
7271359,0.6953417,
7271360,0.71216834,
7271361,0.88457483,
7271362,0.88457483,
7271363,0.92062855,
7271364,0.92062855,
7271366,0.93000895,
7271367,0.9449016,
7271368,0.94476664,
7271369,0.91381127,
7271370,0.9202475,
7271371,0.91653323,
7271372,0.91653323,
7271373,0.90341854,
7271376,0.91523546,
7271377,0.9287236,
7271379,0.9460873,
7271380,0.86838716,
7271383,0.86367166,
7271384,0.86367166,
7271385,0.9183219,
7271386,0.9183219,
7271387,0.87838846,
7271388,0.87838846,
7271389,0.9179191,
7271390,0.9179191,
7271391,0.714012,
7271392,0.8061618,
7271393,0.79101413,
7271395,0.76494557,
7271398,0.84656966,
7271399,0.8475475,
7271400,0.78492886,
7271401,0.723449,
7271402,0.89701885,
7271403,0.71514106,
7271404,0.78293884,
7271405,0.6138337,
7271406,0.8655496,
7271407,0.80386513,
7271408,0.7697987,
7271409,0.6654279,
7271410,0.82513136,
7271412,0.66355914,
7271459,0.86856407,
7271460,0.88309604,
7271464,0.8880783,
7271466,0.9200538,
7271474,0.9277304,
7271475,0.8814095,
7271476,0.9025997,
7271477,0.78449976,
7271478,0.69168663,
7271479,0.72179496,
7271480,0.8530864,
7271481,0.83475673,
7271482,0.7166722,
7271483,0.68371,
7271485,0.87038213,
7271486,0.6553773,
7271487,0.52162427,
7271488,0.69487363,
7271489,0.71982265,
7271490,0.8188446,
7271491,0.81572455,
7271492,0.86817694,
7271493,0.90813494,
7271494,0.8592587,
7271495,0.8503815,
7271496,0.7886867,
7271497,0.69919354,
7271498,0.8371329,
7271499,0.7866408,
7271500,0.7664668,
7271502,0.78774774,
7271503,0.8498608,
7271504,0.840012,
7271505,0.7958298,
7271506,0.7683159,
7271513,0.888053,
7271516,0.8755261,
7271517,0.8755261,
7271518,0.889932,
7271519,0.889932,
7271555,0.79261297,
7271556,0.7669577,
7271558,0.7741577,
7271639,0.3643716,
7271640,0.27416506,
7271641,0.28323397,
7271642,0.359066,
7271643,0.30475512,
7271644,0.34511083,
7271645,0.25125745,
7271646,0.24797975,
7271647,0.28185895,
7271648,0.23687848,
7271649,0.24587433,
7271650,0.29375237,
7271652,0.28074118,
7271653,0.31340086,
7271654,0.27679047,
7271655,0.26119813,
7271656,0.33975726,
7271657,0.3423913,
7271658,0.2897798,
7271659,0.30955327,
7271660,0.2626006,
7271661,0.22393371,
7271662,0.2603147,
7271663,0.25856873,
7271668,0.28915203,
7271669,0.2635677,
7271670,0.27754852,
7271673,0.24469417,
7271674,0.22423938,
7271675,0.27263826,
7271676,0.24478453,
7271677,0.20991965,
7271678,0.24848236,
7271679,0.33617324,
7271681,0.26924446,
7271682,0.22657058,
7271683,0.2325327,
7271684,0.23942791,
7271686,0.25468627,
7271687,0.26918322,
7271688,0.29444638,
7271689,0.25263196,
7271690,0.26804322,
7271744,0.33383542,
7271745,0.3027381,
7271746,0.34755644,
7271747,0.26328176,
7271749,0.3270947,
7271750,0.22574303,
7271779,0.35026875,
7271780,0.3550749,
7271781,0.39015982,
7271782,0.3315067,
7271783,0.35705316,
7271784,0.36008844,
7271785,0.422522,
7271786,0.40488505,
7271844,0.32569304,
7271845,0.34864163,
7271846,0.29626486,
7271847,0.28604877,
7271848,0.22170769,
7271849,0.33527893,
7271851,0.26909032,
7271852,0.24311396,
7271853,0.3180472,
7271877,0.6212965,
7271878,0.7186389,
7271879,0.7737054,
7271880,0.8123224,
7271881,0.85172224,
7271882,0.8648318,
7271883,0.7314186,
7271885,0.7278516,
7271886,0.86466,
7271888,0.84684074,
7271889,0.5061743,
7271890,0.52595747,
7271891,0.52475685,
7271893,0.6873177,
7271894,0.60674644,
7271895,0.7562566,
7271896,0.8338017,
7271897,0.5447581,
7271900,0.6388582,
7272054,0.8015045,
7272055,0.8691679,
7272056,0.83627903,
7272058,0.8350977,
7272059,0.8747921,
7272060,0.8090799,
7272136,0.9144785,
7272145,0.74835676,
7272146,0.7390387,
7272147,0.8789887,
7272148,0.74958897,
7272149,0.81153935,
7272150,0.7916966,
7272151,0.88372195,
7272152,0.88122493,
7272153,0.89754605,
7272154,0.8899087,
7272155,0.8783806,
7272156,0.8155257,
7272174,0.34684548,
7272175,0.3571281,
7272176,0.28150862,
7272177,0.29845998,
7272178,0.2596347,
7272179,0.23994178,
7272180,0.3050006,
7272563,0.7509889,
7272564,0.787773,
7272590,0.74839544,
7272595,0.74437386,
7272765,0.75585556,
7272766,0.76135373,
7272767,0.785261,
7272768,0.75848854,
7272769,0.75560915,
7272771,0.69881153,
7272772,0.7736657,
7272774,0.87760496,
7272777,0.7353564,
7272778,0.6358137,
7272780,0.54658484,
7272787,0.78089887,
7272789,0.849124,
7272790,0.83233887,
7272794,0.7973931,
7272796,0.77068406,
7272799,0.7972206,
7272838,0.841187,
7272840,0.9070979,
7272841,0.9324567,
7272842,0.85844517,
7272847,0.64883107,
7272848,0.8409906,
7272849,0.8014309,
7272852,0.9341994,
7272853,0.9091483,
7272854,0.918731,
7272855,0.92820364,
7272856,0.60017484,
7272857,0.7605935,
7272858,0.82129294,
7272859,0.8251328,
7272860,0.8011678,
7272861,0.8717348,
7272862,0.660273,
7272863,0.86434793,
7272864,0.8553555,
7272865,0.72245264,
7272870,0.69970727,
7272871,0.872109,
7272873,0.6753866,
7272874,0.7808317,
7272875,0.8351501,
7272876,0.82607764,
7272877,0.7728524,
7272878,0.9207593,
7272879,0.88489,
7272880,0.9247315,
7272881,0.5128362,
7272882,0.64006644,
7272883,0.82013106,
7272884,0.8609453,
7272890,0.6909318,
7272921,0.71693957,
7272922,0.5827817,
7272925,0.48456913,
7272927,0.5888555,
7272928,0.5960559,
7272929,0.6090439,
7272930,0.5613495,
7272931,0.49709207,
7272932,0.62321347,
7272948,0.67734087,
7272949,0.7640303,
7272950,0.77023417,
7272952,0.7424707,
7272953,0.7153792,
7272954,0.7452387,
7272955,0.84976465,
7272956,0.68555826,
7272958,0.8342228,
7273626,0.7826232,
7273627,0.87625915,
7273924,0.6435445,
7273925,0.763157,
7273926,0.8845029,
7274091,0.74552697,
7274092,0.65453637,
7274213,0.70624197,
7274840,0.7191051,
7274841,0.8010831,
7274842,0.77807206,
7274843,0.7843564,
7274844,0.53595436,
7274845,0.74068415,
7274846,0.7056499,
7274847,0.81344044,
7274848,0.8106564,
7274849,0.8421051,
7274850,0.8144499,
7274851,0.87549156,
7274852,0.7810498,
7275085,0.77792287,
7275089,0.9208282,
7275165,0.7099567,
7275195,0.8433376,
7275338,0.86544245,
7275351,0.7479175,
7275352,0.8453206,
7275353,0.8247814,
7275354,0.79015326,
7275355,0.838367,
7275356,0.80898696,
7275357,0.80762607,
7275464,0.79020166,
7275465,0.7649002,
7275471,0.8347875,
7275582,0.8595455,
7275720,0.6197451,
7275721,0.6474512,
7275722,0.6093294,
7275723,0.7872856,
7275724,0.75843924,
7275725,0.8034107,
7275726,0.7631426,
7275727,0.80545723,
7275804,0.8474845,
7275805,0.7740925,
7275806,0.74301165,
7275807,0.79256254,
7275814,0.82673687,
7275815,0.80463517,
7275816,0.8219572,
7275817,0.80661803,
7275818,0.82701176,
7275819,0.8348711,
7275820,0.81597817,
7275888,0.5161162,
7275889,0.7109374,
7275890,0.7819329,
7275891,0.47859082,
7275892,0.5138388,
7276184,0.9021897,
7276185,0.88873774,
7276186,0.8785298,
7276187,0.7101089,
7276188,0.76103806,
7276189,0.77054816,
7276190,0.7507474,
7276191,0.7165361,
7276192,0.68690926,
7276316,0.84809464,
7276317,0.8156342,
7276327,0.92417735,
7276347,0.73165,
7276349,0.86674714,
7276350,0.7990808,
7276352,0.8023757,
7276353,0.8275927,
7276354,0.766227,
7276355,0.65949976,
7276356,0.708231,
7276357,0.72938466,
7276358,0.6616638,
7276360,0.90538937,
7276361,0.8938201,
7276362,0.8788481,
7276363,0.8006178,
7276364,0.82936734,
7276365,0.8391783,
7276366,0.80785745,
7276367,0.72739196,
7276368,0.62319833,
7276370,0.77014184,
7276371,0.7554967,
7276372,0.7157298,
7276373,0.7800973,
7276374,0.7943379,
7276375,0.8176765,
7276376,0.83246475,
7276377,0.84133315,
7276378,0.8219936,
7276379,0.8588298,
7276380,0.75700873,
7276381,0.7892465,
7276382,0.78153324,
7276383,0.7818884,
7276384,0.81591624,
7276385,0.598134,
7276386,0.8187657,
7276387,0.7148113,
7276388,0.7227398,
7276389,0.720864,
7276467,0.78500897,
7276468,0.92098695,
7276470,0.707829,
7276471,0.7345789,
7276472,0.719627,
7276473,0.63048834,
7276557,0.68786687,
7276558,0.9254425,
7277003,0.8487092,
7277209,0.7756878,
7277572,0.71060175,
7277573,0.67264944,
7277574,0.9330641,
7277575,0.8023002,
7277576,0.7455777,
7277577,0.6574581,
7277578,0.7716821,
7277579,0.76098317,
7277580,0.74646,
7277581,0.5442278,
7277582,0.6220289,
7277584,0.7763156,
7277588,0.4765013,
7277593,0.7432882,
7277595,0.8310064,
7277596,0.8362586,
7277597,0.6934246,
7277598,0.8331684,
7277599,0.70356375,
7277600,0.8272067,
7277601,0.7902361,
7277602,0.634382,
7277604,0.67531884,
7277607,0.66940993,
7277608,0.8508621,
7277609,0.77135974,
7277610,0.7971021,
7277611,0.85767823,
7277613,0.62841576,
7277614,0.60480326,
7277617,0.56690633,
7277618,0.561188,
7277619,0.7694049,
7277620,0.6327475,
7277621,0.548938,
7277622,0.7169743,
7277623,0.8253599,
7277624,0.72147495,
7277626,0.7020088,
7277627,0.85084647,
7277628,0.63798934,
7277629,0.7635572,
7277630,0.80208504,
7277633,0.6445757,
7277635,0.7056521,
7277637,0.75179994,
7277638,0.7607982,
7277639,0.78238004,
7277640,0.83563197,
7277641,0.81181324,
7277642,0.8599624,
7277643,0.6276216,
7277644,0.5682325,
7277647,0.8237614,
7277788,0.80501187,
7277979,0.79063654,
7278712,0.83258957,
7278714,0.71118563,
7279007,0.6392842,
7279183,0.17644322,
7279187,0.19929993,
7279307,0.8079766,
7279308,0.7788623,
7279426,0.80374455,
7279427,0.7187472,
7279428,0.708052,
7279429,0.69896835,
7279430,0.75205195,
7279431,0.6553072,
7279432,0.7649691,
7279433,0.68585837,
7279434,0.8507237,
7279435,0.783701,
7279436,0.7945901,
7279437,0.8014546,
7279438,0.80736935,
7279439,0.8482987,
7279440,0.7878894,
7279441,0.76589596,
7279442,0.728714,
7279443,0.75908095,
7279444,0.7094359,
7279445,0.82928944,
7279446,0.64173764,
7279447,0.87879723,
7279448,0.6415503,
7279449,0.80317086,
7279450,0.68302333,
7279451,0.6803168,
7279452,0.6592503,
7279453,0.6169596,
7279454,0.5087628,
7279455,0.4268789,
7279456,0.8081258,
7279457,0.74534667,
7279458,0.4736783,
7279459,0.6057523,
7279460,0.7949865,
7279461,0.8282801,
7279462,0.60712504,
7279463,0.7476615,
7279464,0.6645524,
7279465,0.65875894,
7279466,0.8086288,
7279467,0.68649966,
7279468,0.6578337,
7279469,0.7759602,
7279470,0.7849014,
7279471,0.79194087,
7279472,0.6518519,
7279473,0.6133232,
7279474,0.85118365,
7279475,0.55668575,
7279476,0.66748106,
7279477,0.73791844,
7279478,0.560125,
7279479,0.8056715,
7279480,0.7407995,
7279481,0.8614692,
7279482,0.81923544,
7279483,0.8766959,
7279484,0.6207014,
7279485,0.7394532,
7279486,0.7810414,
7279487,0.7248734,
7279488,0.764704,
7279489,0.78937405,
7279490,0.8041151,
7279491,0.8528643,
7279492,0.44524294,
7279493,0.8255976,
7279494,0.8157551,
7279495,0.6136894,
7279496,0.63986534,
7279497,0.678595,
7279498,0.85233474,
7279499,0.8154241,
7279500,0.64946264,
7279501,0.62325627,
7279502,0.7496472,
7279503,0.80466944,
7279504,0.62900084,
7279505,0.8118465,
7279506,0.5784036,
7279507,0.6730795,
7279508,0.57283676,
7279509,0.77401084,
7279510,0.64036727,
7279511,0.87824124,
7279512,0.7010081,
7279513,0.7484807,
7279514,0.6819858,
7279515,0.55422884,
7279516,0.8300635,
7279517,0.69332296,
7279518,0.63581383,
7279519,0.89344853,
7279520,0.7280229,
7279521,0.75168794,
7279522,0.79724145,
7279523,0.80953217,
7279524,0.7710718,
7279525,0.63856745,
7279526,0.6191944,
7279527,0.6260746,
7279528,0.80804586,
7279529,0.8122628,
7279530,0.6513439,
7279531,0.70455456,
7279532,0.48043397,
7279533,0.66725236,
7279534,0.5611253,
7279535,0.5014933,
7279536,0.65081173,
7279537,0.6145358,
7279538,0.6079781,
7279539,0.69950336,
7279540,0.47192237,
7279541,0.61757183,
7279542,0.79956806,
7279543,0.8123983,
7279544,0.8223846,
7279545,0.88605887,
7279546,0.7621572,
7279547,0.7817808,
7279548,0.65729135,
7279549,0.70306367,
7279550,0.6067521,
7279551,0.64540905,
7279554,0.76862824,
7279555,0.7280543,
7279556,0.67328507,
7279557,0.8551414,
7279558,0.7448012,
7279559,0.8414689,
7279560,0.6933111,
7279561,0.7305423,
7279562,0.78549105,
7279563,0.8386212,
7279564,0.687313,
7279565,0.8068895,
7279566,0.8173181,
7279567,0.73189193,
7279568,0.6039616,
7279569,0.5868682,
7279570,0.6635364,
7279571,0.5575159,
7279572,0.69704455,
7279573,0.58769387,
7279574,0.6075214,
7279575,0.7305536,
7279576,0.41532856,
7279577,0.73386943,
7279578,0.5069912,
7279579,0.8231334,
7279580,0.834643,
7279581,0.82386786,
7279582,0.68205976,
7279583,0.48896852,
7279584,0.7219181,
7279585,0.77770436,
7279586,0.76554453,
7279587,0.6546308,
7279588,0.66225475,
7279589,0.7883492,
7279590,0.8541659,
7279591,0.8699701,
7279592,0.58899814,
7279593,0.55479807,
7279594,0.7460368,
7279595,0.63311416,
7279597,0.49774483,
7279598,0.5619065,
7279599,0.43319097,
7279600,0.52729344,
7279601,0.4952371,
7279602,0.5834126,
7279603,0.48920378,
7279605,0.5276549,
7279606,0.62704164,
7279607,0.59494555,
7279891,0.62970173,
7280146,0.6794341,
7280147,0.7039447,
7280149,0.73871636,
7280150,0.80490464,
7280154,0.7966516,
7280161,0.8383948,
7280162,0.8512052,
7280165,0.66145116,
7280166,0.7714327,
7280167,0.6134916,
7280168,0.7768192,
7280169,0.76095897,
7280170,0.715478,
7280171,0.7860754,
7280172,0.7202227,
7280173,0.85473204,
7280334,0.6945163,
7280335,0.8912956,
7280336,0.8635211,
7280337,0.86581504,
7280338,0.8125792,
7280339,0.8363059,
7280340,0.8292739,
7280341,0.83543706,
7280342,0.83771014,
7280343,0.8296438,
7280344,0.58798915,
7280345,0.83008623,
7280346,0.9123491,
7280347,0.8807116,
7280348,0.8502938,
7280349,0.87706506,
7280350,0.9052843,
7280351,0.82484365,
7280352,0.8522402,
7280353,0.87526315,
7280354,0.64866036,
7280355,0.57012445,
7280356,0.5582762,
7280357,0.45698047,
7280358,0.8599641,
7280359,0.8499197,
7280360,0.8309173,
7280361,0.8578986,
7280362,0.77189,
7280364,0.86094356,
7280365,0.8605287,
7280366,0.8912305,
7280367,0.8586921,
7280368,0.7820265,
7280369,0.7600498,
7280370,0.7098488,
7280371,0.64713776,
7280372,0.7768366,
7280373,0.80669487,
7280374,0.7800874,
7280375,0.8576696,
7280376,0.8634728,
7280377,0.85293275,
7280378,0.88433325,
7280379,0.9027786,
7280380,0.9241924,
7280382,0.8798177,
7280383,0.9136386,
7280384,0.8239379,
7280385,0.8881791,
7280386,0.92591196,
7280387,0.830963,
7280388,0.8241469,
7280389,0.44464234,
7280390,0.54071015,
7280391,0.42400867,
7280392,0.46842235,
7280393,0.5217595,
7280394,0.7712287,
7280395,0.770706,
7280396,0.8830635,
7280397,0.8970491,
7280398,0.8963351,
7280399,0.81325305,
7280400,0.44692498,
7280401,0.45229432,
7280402,0.39375928,
7280403,0.4033001,
7280404,0.39566192,
7280405,0.8134424,
7280406,0.7459024,
7280407,0.7069486,
7280408,0.6829107,
7280409,0.70166796,
7280410,0.7652455,
7280411,0.70368916,
7280412,0.7644868,
7280413,0.7344309,
7280414,0.79040086,
7280415,0.6930058,
7280416,0.69767827,
7280417,0.886835,
7280418,0.8427226,
7280419,0.74434793,
7280420,0.8250728,
7280421,0.67546314,
7280422,0.7178538,
7280423,0.7557497,
7280424,0.7267829,
7280425,0.8580763,
7280426,0.8355603,
7280427,0.7619748,
7280428,0.7121522,
7280429,0.7360766,
7280430,0.63606006,
7280431,0.8312143,
7280432,0.8424951,
7280433,0.85400045,
7280434,0.89834064,
7280435,0.9107016,
7280436,0.88458616,
7280437,0.5593719,
7280438,0.7264661,
7280439,0.6722176,
7280440,0.7282345,
7280441,0.79448944,
7280443,0.76852864,
7280444,0.72646374,
7280446,0.7349167,
7280447,0.7418464,
7280448,0.49676123,
7280449,0.5599618,
7280450,0.5629023,
7280451,0.79914224,
7280452,0.74515,
7280453,0.759747,
7280454,0.7309724,
7280455,0.557804,
7280456,0.8134832,
7280457,0.85650104,
7280458,0.81025076,
7280459,0.82599807,
7280460,0.7741979,
7280461,0.77142465,
7280462,0.6896326,
7280463,0.6719007,
7280464,0.7070527,
7280465,0.6802986,
7280466,0.71022135,
7280467,0.7058463,
7280468,0.70441264,
7280469,0.7135548,
7280470,0.6908628,
7280471,0.5656667,
7280472,0.606008,
7280473,0.7402495,
7280683,0.79354566,
7280684,0.7812073,
7280747,0.71391284,
7280748,0.7604208,
7280749,0.6921319,
7280860,0.86827457,
7280862,0.723524,
7280863,0.83519727,
7280864,0.8446161,
7280865,0.79358244,
7280872,0.8743782,
7280873,0.8091378,
7280874,0.92793584,
7280875,0.91014105,
7280876,0.9118179,
7280877,0.91921926,
7280946,0.76997507,
7280947,0.77727234,
7280948,0.8090285,
7280949,0.7127962,
7280950,0.75407463,
7280951,0.74180007,
7280952,0.71642274,
7280953,0.78614044,
7280954,0.76045734,
7280955,0.74360925,
7280956,0.7149762,
7280961,0.89523315,
7280963,0.88037527,
7281406,0.7636405,
7281634,0.6858089,
7281635,0.7053142,
7281636,0.79044986,
7281637,0.74449176,
7281639,0.70981914,
7281640,0.7587545,
7281641,0.63521576,
7281642,0.73976403,
7281643,0.8147937,
7281644,0.69829404,
7281645,0.79079044,
7281646,0.7607898,
7281647,0.7739197,
7281648,0.72533613,
7281649,0.67293954,
7281650,0.6934014,
7281651,0.4994153,
7281652,0.5874987,
7282144,0.8534738,
7282145,0.83163446,
7282347,0.6451476,
7282530,0.9058947,
7282531,0.89647305,
7282532,0.8995285,
7282533,0.8892062,
7282534,0.8807817,
7282535,0.90303564,
7282547,0.8920227,
7282644,0.2940361,
7282645,0.3274813,
7282646,0.324198,
7282647,0.31377465,
7282648,0.29255208,
7282649,0.30487064,
7282650,0.28254047,
7282651,0.28923565,
7282652,0.28067312,
7282653,0.20245734,
7282654,0.2905277,
7282655,0.2677134,
7282656,0.3576345,
7282657,0.29007238,
7282658,0.32622993,
7282659,0.31334868,
7282660,0.36035013,
7282986,0.7880324,
7282987,0.84119946,
7282988,0.7434781,
7282989,0.85809064,
7282991,0.84044343,
7282992,0.79506755,
7282995,0.88343847,
7282997,0.8200371,
7282998,0.85867274,
7283054,0.8931676,
7283095,0.64699715,
7283096,0.65867716,
7283099,0.8484409,
7283100,0.7644601,
7283502,0.7597041,
7283551,0.90053827,
7283881,0.79964477,
7283882,0.8315925,
7283903,0.78613925,
7283967,0.8521365,
7284078,0.8446472,
7284084,0.7965692,
7284085,0.78864187,
7284086,0.7564092,
7284087,0.6997392,
7284088,0.802282,
7284089,0.8484108,
7284090,0.8448911,
7284091,0.8703487,
7284092,0.8261118,
7284105,0.8266952,
7284106,0.8760121,
7284107,0.83069175,
7284108,0.8662012,
7284109,0.7864651,
7284110,0.84657454,
7284111,0.8588029,
7284112,0.8526393,
7284113,0.70975465,
7284114,0.7640914,
7284115,0.7866762,
7284116,0.80828875,
7284117,0.8091085,
7284118,0.82781875,
7284119,0.8165209,
7284120,0.8004727,
7284123,0.8246842,
7284124,0.84190917,
7284126,0.767723,
7284127,0.82272315,
7284128,0.8662686,
7284129,0.8602129,
7284130,0.78983045,
7284131,0.6070913,
7284134,0.810563,
7284135,0.74955803,
7284138,0.6491619,
7284139,0.7816333,
7284140,0.58161116,
7284141,0.7811948,
7284142,0.6315914,
7284143,0.7770651,
7284144,0.82791114,
7284147,0.7643539,
7284148,0.7198397,
7284151,0.8060788,
7284152,0.77571726,
7284153,0.64445007,
7284154,0.682078,
7284155,0.81656885,
7284156,0.67626005,
7284157,0.83859015,
7284158,0.75931823,
7284159,0.7349112,
7284160,0.6799811,
7284161,0.5716621,
7284162,0.7851538,
7284163,0.7436278,
7284164,0.7026548,
7284165,0.76152337,
7284166,0.70384645,
7284167,0.7420862,
7284168,0.71481776,
7284169,0.6955952,
7284171,0.75434273,
7284172,0.5501748,
7284173,0.7112152,
7284174,0.68453544,
7284175,0.73458546,
7284176,0.75426596,
7284179,0.7466039,
7284181,0.7704901,
7284182,0.64320207,
7284183,0.64467126,
7284184,0.7086213,
7284185,0.7726177,
7284186,0.78416586,
7284193,0.8471149,
7284196,0.8264612,
7284197,0.7915531,
7284199,0.8693781,
7284200,0.8486504,
7284205,0.8547982,
7284206,0.876382,
7284226,0.75157386,
7284346,0.8171633,
7284347,0.7374747,
7284348,0.7897975,
7284349,0.76932985,
7284351,0.7710657,
7284418,0.8562403,
7284425,0.7226681,
7284426,0.6768487,
7284520,0.83442205,
7284521,0.58593774,
7284522,0.52471954,
7284523,0.805959,
7284524,0.8429118,
7284632,0.7802388,
7284633,0.84025913,
7284643,0.790221,
7284644,0.8222638,
7284645,0.85146487,
7284646,0.82884103,
7284649,0.684601,
7284661,0.5291435,
7284664,0.4688668,
7284668,0.49770468,
7284669,0.48497075,
7284716,0.7622826,
7284720,0.7626459,
7284721,0.7970332,
7284727,0.53484875,
7284728,0.556982,
7284729,0.7751399,
7284730,0.7261048,
7284731,0.7657961,
7284743,0.78171784,
7284981,0.81332535,
7284982,0.6715065,
7284984,0.8044055,
7284985,0.6904737,
7284986,0.76750124,
7284987,0.7894551,
7284988,0.8068011,
7284989,0.8113835,
7285159,0.59843653,
7285160,0.6705645,
7285161,0.6026809,
7285163,0.7029789,
7285325,0.89034945,
7285332,0.80287194,
7285333,0.6336317,
7285349,0.82492507,
7285350,0.76822996,
7285352,0.7083645,
7285354,0.69169396,
7285359,0.5102305,
7285360,0.55725336,
7285363,0.8920259,
7285498,0.79244864,
7285507,0.70941997,
7285508,0.7123327,
7285509,0.73977834,
7285510,0.76425487,
7285511,0.80031264,
7285512,0.74368244,
7285515,0.81621367,
7285854,0.6358431,
7285855,0.7808919,
7285896,0.7902451,
7285898,0.6526489,
7285899,0.71826816,
7285902,0.7079709,
7285903,0.720921,
7285904,0.66804254,
7285905,0.77379936,
7285965,0.8306346,
7285966,0.7212157,
7285968,0.79976076,
7285969,0.7176803,
7285973,0.80190104,
7285975,0.75860393,
7285976,0.8428326,
7285977,0.7745005,
7286014,0.77977324,
7286015,0.6976574,
7286016,0.8347573,
7286019,0.48466563,
7286020,0.70915455,
7286021,0.8252157,
7286022,0.83281004,
7286024,0.55000246,
7286025,0.66591495,
7286026,0.84585875,
7286028,0.7999691,
7286029,0.8307019,
7286030,0.8224668,
7286031,0.611292,
7286034,0.6378443,
7286035,0.6619049,
7286036,0.6387588,
7286037,0.52221256,
7286038,0.47743407,
7286039,0.65172243,
7286040,0.70811033,
7286042,0.7933767,
7286238,0.7911983,
7286239,0.82182324,
7286240,0.84303844,
7286241,0.82761085,
7286242,0.7876036,
7286243,0.78618187,
7286244,0.802952,
7286251,0.84973776,
7286252,0.80274826,
7286253,0.8358759,
7286259,0.879002,
7286260,0.86642236,
7286261,0.8642322,
7286491,0.79390717,
7286492,0.8076863,
7286538,0.7704344,
7286540,0.64866203,
7286541,0.63025135,
7286746,0.6590285,
7286747,0.7168328,
7286749,0.693966,
7286750,0.6962239,
7286753,0.70428693,
7286754,0.7645057,
7286755,0.658255,
7286756,0.66621757,
7286757,0.60399246,
7286758,0.61629343,
7286759,0.6427084,
7287024,0.8367668,
7287026,0.46959823,
7287188,0.8220443,
7287189,0.7587958,
7287191,0.8729419,
7287192,0.8606715,
7287194,0.8278874,
7287196,0.860596,
7287198,0.6912659,
7287202,0.82329214,
7287212,0.87433225,
7287345,0.7741968,
7287379,0.7966385,
7287380,0.84608,
7287381,0.8064933,
7287382,0.9223125,
7287384,0.78979,
7287385,0.84976536,
7287386,0.7509541,
7287387,0.80655414,
7287388,0.7468812,
7287389,0.8263413,
7287390,0.73882675,
7287391,0.7251815,
7287392,0.68568295,
7287393,0.7650258,
7287394,0.8382977,
7287395,0.8421914,
7287648,0.7345462,
7287649,0.67283106,
7287651,0.80571085,
7287652,0.78117555,
7287653,0.8127649,
7287654,0.76585966,
7287655,0.8350227,
7287656,0.84247255,
7287657,0.56765926,
7287658,0.5235841,
7287659,0.47319987,
7287660,0.5652856,
7287661,0.786449,
7287662,0.80883193,
7287663,0.8562737,
7287664,0.8316911,
7287666,0.8585601,
7287667,0.8143497,
7287668,0.80178064,
7287669,0.74361306,
7287670,0.7427532,
7287671,0.6725945,
7287672,0.6758487,
7287673,0.5818131,
7287674,0.75213647,
7287675,0.5438026,
7287677,0.6122182,
7287678,0.74544257,
7287687,0.83572483,
7287688,0.864465,
7287769,0.30276838,
7287770,0.26993158,
7287771,0.32939202,
7287772,0.26867414,
7287773,0.2967104,
7287774,0.32149854,
7287775,0.30315936,
7287776,0.34300122,
7287777,0.29708996,
7287778,0.33205155,
7287779,0.24203148,
7287782,0.30109772,
7287783,0.2795442,
7287784,0.29917288,
7287785,0.30261564,
7287786,0.30264255,
7287787,0.29069272,
7287788,0.277612,
7287789,0.33263725,
7287790,0.3223856,
7287791,0.37217766,
7287792,0.34360367,
7287793,0.32838067,
7287794,0.37931225,
7287795,0.35914615,
7287796,0.38212177,
7287797,0.35846472,
7287798,0.30427948,
7287799,0.28271323,
7287800,0.28068122,
7287801,0.30761334,
7287802,0.32583418,
7287803,0.29089713,
7287804,0.2360852,
7287805,0.21914667,
7287806,0.28649485,
7287807,0.21563837,
7287808,0.2588003,
7287809,0.30948657,
7287810,0.2704707,
