artikelnummer,image_name,typicality
7127378,7127378_1.jpg,0.58364344
7127379,7127379_1.jpg,0.44356388
7127381,7127381_1.jpg,0.5232026
7127382,7127382_1.jpg,0.56647295
7127383,7127383_1.jpg,0.60751253
7127507,7127507_1.jpg,0.78539985
7127831,7127831_1.jpg,0.838678
7128010,7128010_1.jpg,0.70054185
7128071,7128071_1.jpg,0.6363042
7128072,7128072_1.jpg,0.8503912
7128164,7128164_1.jpg,0.7834536
7128165,7128165_1.jpg,0.7644551
7128465,7128465_1.jpg,0.84466255
7128466,7128466_1.jpg,0.82300764
7128488,7128488_1.jpg,0.8036364
7128489,7128489_1.jpg,0.709608
7128490,7128490_1.jpg,0.7302791
7129334,7129334_1.jpg,0.75270766
7129336,7129336_1.jpg,0.83575934
7129352,7129352_1.jpg,0.61315054
7129353,7129353_1.jpg,0.66501683
7129887,7129887_1.jpg,0.2699452
7129888,7129888_1.jpg,0.28844628
7129890,7129890_1.jpg,0.27391738
7129891,7129891_1.jpg,0.32237664
7129892,7129892_1.jpg,0.29284683
7129893,7129893_1.jpg,0.2927012
7129894,7129894_1.jpg,0.310134
7129895,7129895_1.jpg,0.3129267
7129898,7129898_1.jpg,0.29814738
7129904,7129904_1.jpg,0.28810272
7129909,7129909_1.jpg,0.3408414
7129952,7129952_1.jpg,0.5343913
7129953,7129953_1.jpg,0.43737617
7129954,7129954_1.jpg,0.44322312
7130027,7130027_1.jpg,0.31246603
7130031,7130031_1.jpg,0.22728622
7130032,7130032_1.jpg,0.25638565
7130033,7130033_1.jpg,0.2668537
7130034,7130034_1.jpg,0.2524267
7130404,7130404_1.jpg,0.7796395
7349488,7349488_1.jpg,0.8938191
7130425,7130425_1.jpg,0.8882477
7130429,7130429_1.jpg,0.8498495
7130437,7130437_1.jpg,0.7264335
7131671,7131671_1.jpg,0.72088796
7131693,7131693_1.jpg,0.7397742
7131695,7131695_1.jpg,0.59603244
7131699,7131699_1.jpg,0.67316717
7131701,7131701_1.jpg,0.78133434
7291421,7291421_1.jpg,0.75641495
7131723,7131723_1.jpg,0.7147017
7131724,7131724_1.jpg,0.77149844
7132012,7132012_1.jpg,0.36832094
7132208,7132208_1.jpg,0.8253418
7132210,7132210_1.jpg,0.86765075
7132390,7132390_1.jpg,0.8627745
7132394,7132394_1.jpg,0.8992411
7132402,7132402_1.jpg,0.8968368
7132410,7132410_1.jpg,0.897932
7133719,7133719_1.jpg,0.68567216
7133725,7133725_1.jpg,0.72093326
7134265,7134265_1.jpg,0.81595886
7134266,7134266_1.jpg,0.780354
7134268,7134268_1.jpg,0.7197503
7134269,7134269_1.jpg,0.6533845
7134270,7134270_1.jpg,0.73667216
7134274,7134274_1.jpg,0.82194674
7136662,7136662_1.jpg,0.8139963
7302028,7302028_1.jpg,0.7869155
7137535,7137535_1.jpg,0.8338535
7137536,7137536_1.jpg,0.91769755
7137550,7137550_1.jpg,0.85271364
7137612,7137612_1.jpg,0.8336169
7137666,7137666_1.jpg,0.82891256
7137668,7137668_1.jpg,0.8811685
7137672,7137672_1.jpg,0.80221003
7247078,7247078_1.jpg,0.7674338
7229212,7229212_1.jpg,0.7589344
7137747,7137747_1.jpg,0.8895504
7137805,7137805_1.jpg,0.90927374
7137831,7137831_1.jpg,0.8622436
7137861,7137861_1.jpg,0.7772889
7137872,7137872_1.jpg,0.8492095
7137873,7137873_1.jpg,0.6228418
7137875,7137875_1.jpg,0.8249576
7137878,7137878_1.jpg,0.8358004
7137879,7137879_1.jpg,0.839808
7137883,7137883_1.jpg,0.7523471
7138873,7138873_1.jpg,0.8600022
7138898,7138898_1.jpg,0.809668
7139480,7139480_1.jpg,0.8585005
7139481,7139481_1.jpg,0.8966368
7139745,7139745_1.jpg,0.3155352
7142421,7142421_1.jpg,0.26932356
7142422,7142422_1.jpg,0.2735749
7142423,7142423_1.jpg,0.26104948
7142424,7142424_1.jpg,0.28611025
7142425,7142425_1.jpg,0.2702827
7142426,7142426_1.jpg,0.2636417
7142427,7142427_1.jpg,0.2811866
7142428,7142428_1.jpg,0.25393528
7142429,7142429_1.jpg,0.28879434
7142472,7142472_1.jpg,0.8277565
7143260,7143260_1.jpg,0.681358
7145610,7145610_1.jpg,0.64544684
7145611,7145611_1.jpg,0.9146753
7145612,7145612_1.jpg,0.7889492
7146310,7146310_1.jpg,0.6086116
7146311,7146311_1.jpg,0.58948004
7146312,7146312_1.jpg,0.5276082
7146951,7146951_1.jpg,0.56361216
7147052,7147052_1.jpg,0.8485638
7147053,7147053_1.jpg,0.86298937
7147054,7147054_1.jpg,0.46236467
7147055,7147055_1.jpg,0.43801153
7147056,7147056_1.jpg,0.5412614
7147401,7147401_1.jpg,0.62337774
7148617,7148617_1.jpg,0.8774677
7148653,7148653_1.jpg,0.7562974
7148654,7148654_1.jpg,0.79977965
7270693,7270693_1.jpg,0.7165765
7148687,7148687_1.jpg,0.8542863
7149336,7149336_1.jpg,0.5990431
7149337,7149337_1.jpg,0.5314169
7149609,7149609_1.jpg,0.5313297
7149610,7149610_1.jpg,0.5475982
7149612,7149612_1.jpg,0.5930454
7149613,7149613_1.jpg,0.61117077
7149614,7149614_1.jpg,0.60820585
7149615,7149615_1.jpg,0.58523256
7149623,7149623_1.jpg,0.5841414
7149624,7149624_1.jpg,0.4293297
7149625,7149625_1.jpg,0.60048246
7149626,7149626_1.jpg,0.50107723
7150062,7150062_1.jpg,0.8149691
7150089,7150089_1.jpg,0.8203146
7150139,7150139_1.jpg,0.8512276
7150149,7150149_1.jpg,0.67284775
7150853,7150853_1.jpg,0.91174215
7150854,7150854_1.jpg,0.8808247
